dataset,source_hash,date,year,month,day_of_week,hour,agency_type,public_label,public_disposition,duration_minutes,screen_category,location_removed,confirmatory_use,case_status,description_category
calls,56d40c633a0f62e2604cbadd,2026-05-27,2026,05,Wednesday,3,UCPD,FOOTC - Foot Patrol*,CC-Clear,3,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,0651b9589d1587ed4234aa62,2026-05-27,2026,05,Wednesday,4,UCPD,DPC - Directed Patrol*,CC-Clear,33,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,39b4c03ba27653a44a49d416,2026-05-27,2026,05,Wednesday,4,UCPD,DPC - Directed Patrol*,CC-Clear,59,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,8534b4ab74b405bcff90e0a2,2026-05-27,2026,05,Wednesday,6,UCPD,FOOTC - Foot Patrol*,CC-Clear,25,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,a4397e9fec384e6a50487490,2026-05-27,2026,05,Wednesday,6,UCPD,FOOTC - Foot Patrol*,CC-Clear,13,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,b650517555395c465721b099,2026-05-27,2026,05,Wednesday,6,UCPD,DPC - Directed Patrol*,CC-Clear,26,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1daf8b26fcab29826565b202,2026-05-27,2026,05,Wednesday,7,UCPD,ALTESC - Alarm Test,CC-Clear,2,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,f77966907aa85768734530f8,2026-05-27,2026,05,Wednesday,7,UCPD,FOOTC - Foot Patrol*,CC-Clear,24,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,039333cae78351b49b0d85ee,2026-05-27,2026,05,Wednesday,7,UCPD,DPC - Directed Patrol*,CC-Clear,15,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,4bf1197f477c28033e66fd4f,2026-05-27,2026,05,Wednesday,7,UCPD,FOOTC - Foot Patrol*,CC-Clear,26,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1218c1fcd221f5aae82c043a,2026-05-27,2026,05,Wednesday,8,UCPD,FOOTC - Foot Patrol*,CC-Clear,31,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,faa3252f6cfe995aa62de10a,2026-05-27,2026,05,Wednesday,8,UCPD,DISTUC - Disturbance,RC-Report,38,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,4728deb145a095e28204a92b,2026-05-27,2026,05,Wednesday,9,UCPD,FOOTC - Foot Patrol*,CC-Clear,14,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,c7af90d05aaa8cb3357def86,2026-05-27,2026,05,Wednesday,9,UCPD,FOOTC - Foot Patrol*,CC-Clear,18,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,9b0e7d315d94c9260bf8cea4,2026-05-27,2026,05,Wednesday,9,UCPD,CAMPC - Camping/Camps,CC-Clear,234,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,0a2478ca375a87a4c0dde0c4,2026-05-27,2026,05,Wednesday,9,UCPD,FOOTC - Foot Patrol*,CC-Clear,18,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,eb6771233ef16edf5e0447e5,2026-05-27,2026,05,Wednesday,9,UCPD,FOOTC - Foot Patrol*,CC-Clear,32,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,a4c960006438f74058c44868,2026-05-27,2026,05,Wednesday,9,UCPD,MENTAC - Mental Hold,PC-Placen on Mental Heatlh H.,397,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,c7281d5dddbd2aa61e8c8444,2026-05-27,2026,05,Wednesday,9,UCPD,FOOTC - Foot Patrol*,CC-Clear,22,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,445eb2d9887889b83b5ea3d5,2026-05-27,2026,05,Wednesday,10,UCPD,FOOTC - Foot Patrol*,CC-Clear,22,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,08a8a9d84af110f499dfe565,2026-05-27,2026,05,Wednesday,10,UCPD,FOOTC - Foot Patrol*,CC-Clear,65,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,c76b1e34319df003ac861934,2026-05-27,2026,05,Wednesday,10,UCPD,FOOTC - Foot Patrol*,CC-Clear,20,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,5b2683bc371e69cfda467a1a,2026-05-27,2026,05,Wednesday,10,UCPD,FOOTC - Foot Patrol*,CC-Clear,17,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,cdc2f3c0007b0174a6db51d5,2026-05-27,2026,05,Wednesday,11,UCPD,FOOTC - Foot Patrol*,CC-Clear,6,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,57f9a57512f2047d641b3e07,2026-05-27,2026,05,Wednesday,11,UCPD,WECHEC - Welfare Check,GC-General Assistance Given,56,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,2b5fe08f30559f4646dfe520,2026-05-27,2026,05,Wednesday,11,UCPD,FOOTC - Foot Patrol*,CC-Clear,14,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,468c396200d447ecc58f89c7,2026-05-27,2026,05,Wednesday,11,UCPD,FOOTC - Foot Patrol*,CC-Clear,10,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,980de5c90645c8dcbfe40d87,2026-05-27,2026,05,Wednesday,11,UCPD,OAAC - Outside Agency Assist,GC-General Assistance Given,31,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,a26210152972be0652d12090,2026-05-27,2026,05,Wednesday,11,UCPD,FOOTC - Foot Patrol*,CC-Clear,18,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,5b95c7be025f9df10599126f,2026-05-27,2026,05,Wednesday,11,UCPD,FOOTC - Foot Patrol*,CC-Clear,19,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,4f6ba89a8acb9b79d5385455,2026-05-27,2026,05,Wednesday,11,UCPD,FOOTC - Foot Patrol*,CC-Clear,23,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,8c0f79f4399f6832369d0c3f,2026-05-27,2026,05,Wednesday,11,UCPD,PDACCC - Prop. Damage Accident,WC-Warning Given,33,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,783c597df2bdd556e37ce99b,2026-05-27,2026,05,Wednesday,11,UCPD,INFORC - Information,CC-Clear,341,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,47bad543ff9343ffde273d7e,2026-05-27,2026,05,Wednesday,12,UCPD,FOOTC - Foot Patrol*,CC-Clear,40,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,ff7c97626a6eb8573d00a9f8,2026-05-27,2026,05,Wednesday,12,UCPD,FOOTC - Foot Patrol*,CC-Clear,10,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,cee0287873840ccec331a4c5,2026-05-27,2026,05,Wednesday,12,UCPD,FOOTC - Foot Patrol*,DC-Duplicate,1,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1779e4037175866ee7989400,2026-05-27,2026,05,Wednesday,12,UCPD,FOOTC - Foot Patrol*,CC-Clear,20,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,f7ec2c93c6f5288aaf92523a,2026-05-27,2026,05,Wednesday,12,UCPD,TRSTOC - Traffic Stop,SC-Summons Written/Given,22,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,e21681f6c07049c67339ab95,2026-05-27,2026,05,Wednesday,13,UCPD,TRSTOC - Traffic Stop,SC-Summons Written/Given,14,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,a0e8520330ba1b825b95b539,2026-05-27,2026,05,Wednesday,13,UCPD,TRSTOC - Traffic Stop,SC-Summons Written/Given,11,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,bcf81a963dd5e1d38457d9f8,2026-05-27,2026,05,Wednesday,13,UCPD,TRSTOC - Traffic Stop,WC-Warning Given,15,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,caa0abece729992a45608691,2026-05-27,2026,05,Wednesday,13,UCPD,TRSTOC - Traffic Stop,WC-Warning Given,10,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,726613cd832fab3a0fcef73c,2026-05-27,2026,05,Wednesday,13,UCPD,FOOTC - Foot Patrol*,CC-Clear,12,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,87378f999aad6114d33c4ba0,2026-05-27,2026,05,Wednesday,13,UCPD,OAAC - Outside Agency Assist,CC-Clear,7,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1baf088f8d6d72e2b6b48dca,2026-05-27,2026,05,Wednesday,14,UCPD,PECONC - Pedestrian Contact,CC-Clear,,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,e2afa55c7f8489c4d984addc,2026-05-27,2026,05,Wednesday,14,UCPD,FOOTC - Foot Patrol*,CC-Clear,53,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,f03e18cd6b90a7ccbb401596,2026-05-27,2026,05,Wednesday,14,UCPD,TRSTOC - Traffic Stop,WC-Warning Given,13,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,0f677aa309d57da08bcd7fad,2026-05-27,2026,05,Wednesday,14,UCPD,INFORC - Information,CC-Clear,60,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,a8ffa187aeaf9f43cd5e15c8,2026-05-27,2026,05,Wednesday,14,UCPD,TRSTOC - Traffic Stop,SC-Summons Written/Given,19,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,3be40443893bef86cfdfaceb,2026-05-27,2026,05,Wednesday,15,UCPD,FOOTC - Foot Patrol*,CC-Clear,28,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,47701388d5e7138d6579dafe,2026-05-27,2026,05,Wednesday,15,UCPD,FOOTC - Foot Patrol*,CC-Clear,21,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,e478c18d0cdbd74cf025a826,2026-05-27,2026,05,Wednesday,15,UCPD,FOOTC - Foot Patrol*,CC-Clear,20,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,4541ccb374e2605f826647b0,2026-05-27,2026,05,Wednesday,15,UCPD,FOOTC - Foot Patrol*,CC-Clear,27,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,13fe4062d4b74ac9ad8de358,2026-05-27,2026,05,Wednesday,15,UCPD,WECHEC - Welfare Check,CC-Clear,8,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,20b9df1d30815174f420b8a3,2026-05-27,2026,05,Wednesday,16,UCPD,FOOTC - Foot Patrol*,DC-Duplicate,1,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,16665505bcdec8d9443c883b,2026-05-27,2026,05,Wednesday,16,UCPD,THEFTC - Theft,RC-Report,72,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,18a46a6cd12b7197f1f6524c,2026-05-27,2026,05,Wednesday,16,UCPD,FOOTC - Foot Patrol*,CC-Clear,16,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,bf61624115002b0dedc4045f,2026-05-27,2026,05,Wednesday,16,UCPD,FOOTC - Foot Patrol*,CC-Clear,22,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,76c113f2501a61708139312c,2026-05-27,2026,05,Wednesday,16,UCPD,FOOTC - Foot Patrol*,CC-Clear,26,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,ffa54949337ebde24703c6eb,2026-05-27,2026,05,Wednesday,16,UCPD,FOOTC - Foot Patrol*,CC-Clear,36,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,9af556f9936ea8320087368b,2026-05-27,2026,05,Wednesday,16,UCPD,FOOTC - Foot Patrol*,CC-Clear,37,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,7b4c568c5cb648bfea6ef4a4,2026-05-27,2026,05,Wednesday,16,UCPD,DPC - Directed Patrol*,CC-Clear,10,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,2fbaac909a66036d079b724f,2026-05-27,2026,05,Wednesday,17,UCPD,DPC - Directed Patrol*,CC-Clear,20,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,b62a050ccd734c0accee26cc,2026-05-27,2026,05,Wednesday,17,UCPD,FOOTC - Foot Patrol*,CC-Clear,,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,bb9928a9c504321118c19f5e,2026-05-27,2026,05,Wednesday,17,UCPD,FOOTC - Foot Patrol*,CC-Clear,44,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,ad995e4ccb38ac9b7041bdbd,2026-05-27,2026,05,Wednesday,17,UCPD,FOOTC - Foot Patrol*,CC-Clear,32,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,d71b623f9c20cef0038260a1,2026-05-27,2026,05,Wednesday,17,UCPD,DPC - Directed Patrol*,CC-Clear,7,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,3fa31c60e2bb93bf02e89a57,2026-05-27,2026,05,Wednesday,17,UCPD,FOOTC - Foot Patrol*,CC-Clear,32,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,9f6db147e14918a712c94371,2026-05-27,2026,05,Wednesday,17,UCPD,BIRELC - Bike Release,CC-Clear,22,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,b0f4f0bac70d19542e738d08,2026-05-27,2026,05,Wednesday,17,UCPD,FOOTC - Foot Patrol*,CC-Clear,23,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,a9b2c9ad884824447c37ca47,2026-05-27,2026,05,Wednesday,17,UCPD,DPC - Directed Patrol*,CC-Clear,10,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,fe4b55d0bedb65bedc4830c8,2026-05-27,2026,05,Wednesday,17,UCPD,ANCOMC - Animal Complaint,MC-Message Sent/Given,5,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1abcf22431594ef40cbf88a7,2026-05-27,2026,05,Wednesday,17,UCPD,TRSTOC - Traffic Stop,WC-Warning Given,11,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,ce7d2d6cf02fef4ff460df00,2026-05-27,2026,05,Wednesday,17,UCPD,DPC - Directed Patrol*,CC-Clear,13,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,112d240797c8b9b4486d3bfc,2026-05-27,2026,05,Wednesday,18,UCPD,FOOTC - Foot Patrol*,CC-Clear,23,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,9fad3b433c4e9615b221248b,2026-05-27,2026,05,Wednesday,18,UCPD,FOOTC - Foot Patrol*,CC-Clear,40,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,fbbaf918a4796042efab2e00,2026-05-27,2026,05,Wednesday,18,UCPD,FOOTC - Foot Patrol*,CC-Clear,17,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1153bddf3278c0607575c586,2026-05-27,2026,05,Wednesday,18,UCPD,ALINTC - Intrusion Alarm,CC-Clear,10,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,feb4e4f2898bf3bedcf6efad,2026-05-27,2026,05,Wednesday,18,UCPD,FOOTC - Foot Patrol*,CC-Clear,29,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,f62d3d39000930e1ceee4e66,2026-05-27,2026,05,Wednesday,19,UCPD,FOOTC - Foot Patrol*,CC-Clear,37,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,8969f07a324407589d558335,2026-05-27,2026,05,Wednesday,19,UCPD,FOOTC - Foot Patrol*,CC-Clear,39,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,85c5e8ed3e9c16ae89b05b71,2026-05-27,2026,05,Wednesday,19,UCPD,FOOTC - Foot Patrol*,CC-Clear,47,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,de5de2ab72b91532d475fac4,2026-05-27,2026,05,Wednesday,19,UCPD,FOOTC - Foot Patrol*,CC-Clear,18,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,2be3a1ffb9af4189f12dc591,2026-05-27,2026,05,Wednesday,19,UCPD,FOOTC - Foot Patrol*,CC-Clear,47,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,ecbc74d7d5d9427e54599134,2026-05-27,2026,05,Wednesday,20,UCPD,FOOTC - Foot Patrol*,CC-Clear,21,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1ab97f9ba196eccebebd8d2e,2026-05-27,2026,05,Wednesday,20,UCPD,FOOTC - Foot Patrol*,CC-Clear,52,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,7710a1e6d34c8f835e3005f0,2026-05-27,2026,05,Wednesday,20,UCPD,FOOTC - Foot Patrol*,CC-Clear,11,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,4498658a45cc071168012a40,2026-05-27,2026,05,Wednesday,20,UCPD,FOOTC - Foot Patrol*,CC-Clear,38,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,e4ce835556a77726e1d05f6d,2026-05-27,2026,05,Wednesday,20,UCPD,TRSTOC - Traffic Stop,WC-Warning Given,11,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,a9529d8da5bcf0784d314ebb,2026-05-27,2026,05,Wednesday,20,UCPD,DPC - Directed Patrol*,CC-Clear,28,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,cd452aacc89841110000222e,2026-05-27,2026,05,Wednesday,21,UCPD,K9TRNC - K9 TRAINING,CC-Clear,58,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,07c75ce530b7ef1dab07160f,2026-05-27,2026,05,Wednesday,21,UCPD,FOOTC - Foot Patrol*,CC-Clear,45,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1453c447811181de94e0fe76,2026-05-27,2026,05,Wednesday,21,UCPD,FOOTC - Foot Patrol*,CC-Clear,22,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,1aca0959e60c032201e29984,2026-05-27,2026,05,Wednesday,22,UCPD,FOOTC - Foot Patrol*,CC-Clear,32,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
calls,9c116f534c881626c3c0c8ef,2026-05-27,2026,05,Wednesday,22,UCPD,FOOTC - Foot Patrol*,CC-Clear,66,not_screened_candidate,true,"CUPD public call-log context only; no party sex/gender, probable cause, relationship, arrest/referral linkage, or full-year stable denominator",,
